id,email,name,address,grade,tnp,twp,tt,nf,fo,mo,fq,mq,arr,attendance %,ias,fee_late,teacher_rating,previous_visits,assignment,assignment_due_date,assignment_submitted,summary_self_check_in,ge
1406,swastima24@school.com,Swastima Paudel,Hetauda,9,95,63,1.06,2,Retired,Others,12,Degree,Y,40.5,31,Paid,2,10,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","19/02/2023 14:59:59,19/03/2023 19:59:59,05/04/2023 18:59:59,23/04/2023 06:59:59","Currently, I'm hopeless because Physics is causing me some anxiety.",F
1407,arpan20@school.com,Arpan Basnet,Bharatpur,11,100,92,1.57,15,Other,Service,IL,PG,N,88.09,92,Paid,1,2,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 21:59:59,08/03/2023 11:59:59,30/03/2023 23:59:59,22/04/2023 15:59:59","I'm confident, and Biology is going well.",F
1408,shrinkhala21@school.com,Shrinkhala Malla,Biratnagar,9,100,87,0.36,16,Business,Service,IL,Degree,N,95.7,96,Paid,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 02:59:59,12/03/2023 19:59:59,31/03/2023 17:59:59,19/04/2023 07:59:59","Currently focused, and Nepali is really interesting.",F
1409,namrata19@school.com,Namrata Malla,Biratnagar,12,70,78,1.77,10,Business,Housewife,12,PG,N,80.58,31,Paid,3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 05:59:59,07/03/2023 20:59:59,27/03/2023 15:59:59,19/04/2023 13:59:59","Honestly, I'm anxious because Mathematics is too much right now.",F
1410,priyanka26@school.com,Priyanka Magar,Kathmandu,11,3,19,0.54,18,Other,Retired,Degree,Degree,N,73.3,8,Paid,1,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 20:59:59,09/03/2023 20:59:59,31/03/2023 12:59:59,20/04/2023 23:59:59","Currently, I'm distracted because Physics is too much right now.",M
1411,paras17@school.com,Paras Adhikari,Biratnagar,9,40,96,1.16,1,Business,Retired,10,IL,Y,62.95,19,Overdue,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 04:59:59,11/03/2023 18:59:59,26/03/2023 05:59:59,15/04/2023 05:59:59","Lately, I've been frustrated because Biology is taking up all my energy.",F
1412,sushma25@school.com,Sushma Baniya,Dhangadhi,11,97,88,1.75,11,Other,Service,PG,10,N,87.63,93,Paid,4,4,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 22:59:59,11/03/2023 14:59:59,01/04/2023 14:59:59,21/04/2023 00:59:59","I'm eager, and Physics is better than I thought.",F
1413,namrata20@school.com,Namrata Tamang,Janakpur,9,84,89,1.32,1,Service,Retired,12,Degree,N,93.92,83,Overdue,3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 05:59:59,09/03/2023 22:59:59,01/04/2023 11:59:59,17/04/2023 04:59:59","It's a normal, and English is following the plan.",M
1414,keki20@school.com,Keki Karki,Dharan,9,9,61,1.75,18,Service,Business,12,PG,Y,63.19,19,Overdue,1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 17:59:59,13/03/2023 06:59:59,31/03/2023 20:59:59,19/04/2023 02:59:59","Lately, I've been isolated because Biology is confusing for me.",M
1415,shilpa24@school.com,Shilpa Karki,Bharatpur,11,87,69,0.57,14,Service,Business,Degree,PG,Y,62.07,34,Overdue,5,8,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","25/02/2023 12:59:59,23/03/2023 21:59:59,09/04/2023 07:59:59,04/05/2023 09:59:59","To be fair, I'm hopeless because Physics is where I'm struggling the most.",F
1416,sushma26@school.com,Sushma Shah,Dhangadhi,12,99,95,1.39,17,Other,Service,12,12,N,89.49,86,Paid,1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 06:59:59,07/03/2023 01:59:59,29/03/2023 06:59:59,17/04/2023 17:59:59","Genuinely optimistic, and Chemistry is better than I thought.",F
1417,rekha22@school.com,Rekha Pathak,Butwal,9,97,80,1.69,3,Other,Housewife,10,UM,N,98.61,85,Paid,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 20:59:59,11/03/2023 02:59:59,01/04/2023 05:59:59,21/04/2023 01:59:59","Mostly normal, and Physics is following the plan.",F
1418,paras18@school.com,Paras Raut,Pokhara,10,89,62,0.3,13,Business,Others,UM,Degree,Y,53.68,18,Paid,2,7,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","23/02/2023 05:59:59,12/03/2023 08:59:59,10/04/2023 20:59:59,24/04/2023 20:59:59",I'm feeling isolated because Physics is hard to keep up with.,F
1419,sandeep26@school.com,Sandeep Tamang,Butwal,10,84,94,1.11,8,Business,Business,10,UM,N,88.26,80,Paid,5,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","19/02/2023 18:59:59,08/03/2023 00:59:59,28/03/2023 13:59:59,15/04/2023 07:59:59","I'm feeling okay, and Physics is staying the same.",M
1420,keki21@school.com,Keki Lamichhane,Dhangadhi,10,95,86,1.24,7,Retired,Business,Degree,10,N,90.88,90,Paid,1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 07:59:59,07/03/2023 15:59:59,01/04/2023 00:59:59,20/04/2023 09:59:59","Everything is great, especially since great, and Chemistry is going well.",M
1421,arpan21@school.com,Arpan Raut,Pokhara,10,85,76,1.75,7,Other,Housewife,Degree,IL,Y,73.61,74,Overdue,4,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 14:59:59,09/03/2023 17:59:59,28/03/2023 15:59:59,18/04/2023 23:59:59","Currently, I'm distracted because Mathematics is hard to keep up with.",M
1422,sushma27@school.com,Sushma Karki,Dhangadhi,9,82,24,0.81,4,Service,Service,12,Degree,N,93.99,11,Paid,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 20:59:59,10/03/2023 07:59:59,29/03/2023 01:59:59,17/04/2023 21:59:59","Lately, I've been irritable because English is confusing for me.",M
1423,aayush21@school.com,Aayush KC,Birgunj,9,11,53,1.69,17,Business,Retired,10,10,Y,63.23,97,Paid,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 20:59:59,10/03/2023 09:59:59,29/03/2023 11:59:59,19/04/2023 05:59:59","Lately, I've been isolated because Nepali is too much right now.",F
1424,arpan22@school.com,Arpan Khatiwada,Biratnagar,10,16,10,1.02,5,Other,Others,UM,PG,Y,98.79,9,Overdue,4,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 06:59:59,09/03/2023 21:59:59,01/04/2023 01:59:59,19/04/2023 21:59:59",I'm feeling distracted because Physics is confusing for me.,M
1425,bipin18@school.com,Bipin Tamang,Pokhara,12,82,84,1.29,9,Service,Business,Degree,10,N,88.73,81,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 14:59:59,10/03/2023 21:59:59,02/04/2023 22:59:59,20/04/2023 07:59:59","It's a steady, and Physics is just another task.",M
1426,shilpa25@school.com,Shilpa Baniya,Dhangadhi,10,24,80,1.2,7,Service,Retired,PG,UM,Y,62.22,13,Paid,4,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 14:59:59,10/03/2023 15:59:59,30/03/2023 04:59:59,18/04/2023 16:59:59","To be fair, I'm anxious because Physics is confusing for me.",F
1427,priyanka27@school.com,Priyanka Magar,Dharan,11,17,49,0.29,17,Retired,Retired,IL,UM,Y,73.13,99,Paid,3,2,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 18:59:59,10/03/2023 16:59:59,04/04/2023 00:59:59,24/04/2023 17:59:59","Lately, I've been anxious because English is stressing me out.",M
1428,bipin19@school.com,Bipin Baniya,Hetauda,12,88,92,1.07,8,Service,Housewife,IL,10,N,86.71,80,Paid,4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 14:59:59,08/03/2023 19:59:59,30/03/2023 08:59:59,23/04/2023 15:59:59","Things are balanced, and Physics is taking standard effort.",M
1429,aayush22@school.com,Aayush Adhikari,Ghorahi,10,77,27,0.32,13,Service,Service,PG,UM,Y,92.06,34,Paid,4,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 21:59:59,06/03/2023 01:59:59,02/04/2023 13:59:59,21/04/2023 20:59:59","Lately, I've been hopeless because Physics is causing me some anxiety.",M
1430,namrata21@school.com,Namrata KC,Janakpur,10,94,87,0.48,16,Other,Business,IL,UM,N,87.79,81,Paid,3,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 08:59:59,08/03/2023 21:59:59,31/03/2023 18:59:59,18/04/2023 09:59:59","Mostly alright, and Physics is taking standard effort.",F
1431,shilpa26@school.com,Shilpa Malla,Bharatpur,9,72,39,0.45,13,Other,Housewife,PG,UM,Y,99.85,29,Overdue,4,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 07:59:59,12/03/2023 21:59:59,01/04/2023 11:59:59,20/04/2023 00:59:59","Currently, I'm lonely because English is taking up all my energy.",F
1432,shilpa27@school.com,Shilpa Pathak,Birgunj,9,86,95,0.44,17,Service,Housewife,12,PG,N,94.54,92,Paid,4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 23:59:59,12/03/2023 23:59:59,29/03/2023 18:59:59,21/04/2023 05:59:59","I'm great, and Physics is manageable.",M
1433,priyanka28@school.com,Priyanka Khatiwada,Dharan,12,21,11,1.73,2,Retired,Service,Degree,PG,Y,65.68,44,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 17:59:59,09/03/2023 08:59:59,01/04/2023 08:59:59,17/04/2023 23:59:59",I'm feeling frustrated because Physics is where I'm struggling the most.,M
1434,saugat27@school.com,Saugat KC,Pokhara,9,92,62,0.17,12,Service,Others,IL,IL,Y,60.72,18,Paid,4,10,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","28/02/2023 19:59:59,20/03/2023 04:59:59,10/04/2023 01:59:59,23/04/2023 08:59:59",I'm feeling disinterested because Nepali is taking up all my energy.,F
1435,sandeep27@school.com,Sandeep Basnet,Itahari,11,24,14,1.75,10,Service,Housewife,UM,10,Y,82.78,66,Paid,5,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 13:59:59,11/03/2023 04:59:59,30/03/2023 10:59:59,25/04/2023 18:59:59","Honestly, I'm irritable because Physics is causing me some anxiety.",M
1436,arpan23@school.com,Arpan Hamal,Biratnagar,12,92,70,0.26,17,Service,Housewife,UM,IL,Y,50.08,27,Paid,4,5,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","21/02/2023 13:59:59,22/03/2023 17:59:59,11/04/2023 01:59:59,02/05/2023 13:59:59","To be fair, I'm tense because Biology is hard to keep up with.",F
1437,anmol23@school.com,Anmol Basnet,Hetauda,9,70,57,0.9,1,Farmer,Business,10,IL,Y,90.02,10,Overdue,1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 03:59:59,10/03/2023 15:59:59,26/03/2023 07:59:59,21/04/2023 07:59:59","Honestly, I'm frustrated because Nepali is hard to keep up with.",F
1438,barsha20@school.com,Barsha Magar,Dharan,10,97,96,1.76,18,Farmer,Others,IL,10,N,88.55,83,Paid,2,4,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 12:59:59,05/03/2023 14:59:59,27/03/2023 15:59:59,17/04/2023 06:59:59","Mostly normal, and Physics is moving along.",F
1439,rajesh25@school.com,Rajesh Pathak,Biratnagar,10,21,42,1.86,2,Farmer,Service,Degree,UM,Y,87.44,55,Overdue,3,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 06:59:59,08/03/2023 17:59:59,27/03/2023 22:59:59,21/04/2023 17:59:59","Honestly, I'm stressed because Physics is stressing me out.",F
1440,shilpa28@school.com,Shilpa Tamang,Janakpur,9,81,86,0.67,8,Farmer,Business,Degree,12,N,88.3,83,Paid,5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 19:59:59,10/03/2023 01:59:59,30/03/2023 12:59:59,21/04/2023 02:59:59","I'm feeling neutral, and English is following the plan.",M
1441,barsha21@school.com,Barsha Khadka,Itahari,10,94,69,0.45,5,Farmer,Retired,10,IL,Y,52.07,43,Paid,3,4,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","27/02/2023 19:59:59,14/03/2023 18:59:59,10/04/2023 04:59:59,23/04/2023 02:59:59","Honestly, I'm low because Physics is hard to keep up with.",M
1442,sandeep28@school.com,Sandeep Raut,Hetauda,11,18,12,1.64,14,Business,Retired,PG,PG,N,77.22,2,Overdue,1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","12/02/2023 22:59:59,06/03/2023 08:59:59,03/04/2023 08:59:59,24/04/2023 12:59:59",I'm feeling anxious because Biology is hard to keep up with.,F
1443,rajesh26@school.com,Rajesh Tamang,Birgunj,12,88,98,0.95,11,Service,Others,10,PG,N,90.54,83,Overdue,1,1,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 14:59:59,12/03/2023 03:59:59,01/04/2023 21:59:59,17/04/2023 05:59:59","Things are a bit tired, and Biology is staying the same.",F
1444,rajesh27@school.com,Rajesh Lamichhane,Bharatpur,12,81,98,1.57,9,Other,Retired,IL,10,N,94.64,95,Paid,1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","18/02/2023 09:59:59,09/03/2023 21:59:59,01/04/2023 19:59:59,23/04/2023 11:59:59","Genuinely great, and Mathematics is going well.",F
1445,swastima25@school.com,Swastima KC,Janakpur,9,82,87,1.96,18,Farmer,Others,10,Degree,N,92,85,Paid,5,3,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 05:59:59,14/03/2023 19:59:59,31/03/2023 11:59:59,16/04/2023 06:59:59","Mostly okay, and Nepali is staying the same.",M
1446,arpan24@school.com,Arpan Hamal,Janakpur,11,18,54,0.48,14,Retired,Business,PG,IL,N,94.72,56,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 04:59:59,12/03/2023 01:59:59,30/03/2023 23:59:59,20/04/2023 05:59:59","Mostly a bit tired, and English is part of my routine.",F
1447,shilpa29@school.com,Shilpa Gurung,Biratnagar,9,44,68,0.48,19,Business,Others,PG,UM,N,90.78,15,Overdue,2,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 01:59:59,13/03/2023 04:59:59,01/04/2023 10:59:59,17/04/2023 07:59:59","Lately, I've been unmotivated because Physics is too much right now.",F
1448,namrata22@school.com,Namrata Basnet,Dhangadhi,11,72,100,1.61,8,Farmer,Service,IL,UM,N,81.04,58,Paid,3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 03:59:59,10/03/2023 10:59:59,01/04/2023 15:59:59,26/04/2023 04:59:59","Mostly doing as usual, and Biology is just another task.",F
1449,rajesh28@school.com,Rajesh Rai,Hetauda,12,44,72,1.01,3,Service,Retired,12,PG,Y,91.89,14,Paid,3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 21:59:59,10/03/2023 11:59:59,28/03/2023 20:59:59,22/04/2023 14:59:59","Currently, I'm anxious because Physics is hard to keep up with.",M
1450,swastima26@school.com,Swastima Magar,Ghorahi,9,91,100,0.2,13,Other,Service,UM,IL,N,94.82,84,Paid,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 06:59:59,14/03/2023 01:59:59,30/03/2023 11:59:59,19/04/2023 23:59:59","Doing alright, and Physics is taking standard effort.",M
1451,saugat28@school.com,Saugat Hamal,Itahari,10,33,14,1.97,18,Service,Housewife,12,12,Y,88.52,39,Paid,5,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 01:59:59,06/03/2023 07:59:59,29/03/2023 00:59:59,19/04/2023 16:59:59","To be fair, I'm very tired because Physics is where I'm struggling the most.",M
1452,sushma28@school.com,Sushma Thapa,Dharan,12,87,90,0.71,9,Farmer,Housewife,IL,Degree,N,96.04,97,Paid,5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 07:59:59,11/03/2023 05:59:59,31/03/2023 10:59:59,19/04/2023 19:59:59","I feel resilient, and Mathematics is better than I thought.",F
1453,bipin20@school.com,Bipin Adhikari,Hetauda,10,74,74,0.34,13,Farmer,Retired,10,UM,N,61.62,39,Paid,5,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 22:59:59,06/03/2023 06:59:59,29/03/2023 18:59:59,15/04/2023 15:59:59","Currently, I'm frustrated because Physics is stressing me out.",M
1454,sunil19@school.com,Sunil Karki,Lalitpur,11,29,9,1.09,11,Service,Others,Degree,10,Y,86.79,79,Paid,4,3,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 19:59:59,09/03/2023 07:59:59,04/04/2023 12:59:59,20/04/2023 00:59:59",I'm feeling anxious because Physics is causing me some anxiety.,F
