id,name,address,grade,tnp,twp,tt,nf,fo,mo,fq,mq,arr,attendance %,ias,fee_late,teacher_rating,previous_visits,assignment,assignment_due_date,assignment_submitted,summary_self_check_in,ge,email,phone
1206,Sushma Pathak,Biratnagar,9,70,87,0.98,14,Other,Retired,PG,10,Y,76.22,1,"Overdue,Paid,Paid",5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 04:59:59,13/03/2023 05:59:59,28/03/2023 15:59:59,19/04/2023 17:59:59","Honestly, I'm confused because English is taking up all my energy.",M,sushma.pathak1206@school.edu,555-2206
1102,Nischal Khadka,Biratnagar,9,4,28,1.62,12,Business,Service,IL,10,N,84.33,9,"Overdue,Paid,Paid",1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 09:59:59,12/03/2023 08:59:59,27/03/2023 15:59:59,18/04/2023 00:59:59",I'm feeling irritable because English is taking up all my energy.,M,nischal.khadka1102@school.edu,555-2102
1345,Shrinkhala Basnet,Kathmandu,12,99,89,0.18,18,Farmer,Service,UM,IL,N,93.84,94,"Paid,Paid,Paid",1,3,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 04:59:59,09/03/2023 10:59:59,27/03/2023 10:59:59,18/04/2023 15:59:59","Currently focused, and Physics is really interesting.",M,shrinkhala.basnet1345@school.edu,555-2345
1409,Namrata Malla,Biratnagar,12,70,78,1.77,10,Business,Housewife,12,PG,N,80.58,31,"Paid,Overdue,Overdue",3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 05:59:59,07/03/2023 20:59:59,27/03/2023 15:59:59,19/04/2023 13:59:59","Honestly, I'm anxious because Mathematics is too much right now.",F,namrata.malla1409@school.edu,555-2409
1149,Anmol KC,Biratnagar,12,99,50,1.79,2,Retired,Others,10,Degree,N,60.7,94,"Paid,Paid,Paid",3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 05:59:59,07/03/2023 16:59:59,27/03/2023 01:59:59,18/04/2023 22:59:59","Lately, I've been unmotivated because Chemistry is stressing me out.",M,anmol.kc1149@school.edu,555-2149
1169,Keki Lamichhane,Itahari,12,29,85,1.06,3,Retired,Service,PG,PG,N,92.19,29,"Overdue,Paid,Overdue",5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 02:59:59,12/03/2023 07:59:59,01/04/2023 16:59:59,20/04/2023 23:59:59","Honestly, I'm hopeless because Mathematics is causing me some anxiety.",M,keki.lamichhane1169@school.edu,555-2169
1219,Aayush Tamang,Biratnagar,11,27,46,0.63,8,Business,Service,UM,PG,N,82.66,69,"Paid,Paid,Paid",5,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 05:59:59,11/03/2023 11:59:59,29/03/2023 04:59:59,22/04/2023 12:59:59","It's a stable, and Biology is taking standard effort.",F,aayush.tamang1219@school.edu,555-2219
1174,Sunil Paudel,Ghorahi,12,86,80,0.46,19,Service,Service,IL,10,N,66.24,21,"Paid,Paid,Paid",5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 14:59:59,09/03/2023 18:59:59,01/04/2023 06:59:59,17/04/2023 05:59:59","To be fair, I'm burnt out because Biology is hard to keep up with.",M,sunil.paudel1174@school.edu,555-2174
1217,Barsha KC,Ghorahi,10,77,40,1.95,6,Farmer,Service,Degree,PG,Y,68.8,55,"Paid,Paid,Paid",2,2,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 06:59:59,05/03/2023 17:59:59,01/04/2023 05:59:59,20/04/2023 07:59:59","Honestly, I'm disinterested because Physics is hard to keep up with.",F,barsha.kc1217@school.edu,555-2217
1099,Shilpa Baniya,Bharatpur,12,73,29,1.81,18,Farmer,Service,Degree,PG,N,68.89,65,"Paid,Paid,Paid",4,1,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 01:59:59,12/03/2023 15:59:59,02/04/2023 04:59:59,19/04/2023 22:59:59","I'm feeling fine, and Chemistry is part of my routine.",M,shilpa.baniya1099@school.edu,555-2099
1364,Sushma Raut,Ghorahi,12,42,3,1.63,8,Business,Business,Degree,UM,N,67.16,95,"Paid,Paid,Paid",2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 00:59:59,07/03/2023 20:59:59,28/03/2023 14:59:59,21/04/2023 11:59:59","Everything is great, especially since proud, and Biology is my favorite part of the week.",M,sushma.raut1364@school.edu,555-2364
1074,Keki Adhikari,Lalitpur,10,2,86,1.9,20,Other,Business,10,IL,N,78.62,90,"Paid,Paid,Paid",2,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 21:59:59,04/03/2023 10:59:59,01/04/2023 08:59:59,17/04/2023 09:59:59","I'm great, and Physics is my favorite part of the week.",F,keki.adhikari1074@school.edu,555-2074
1339,Shrinkhala Adhikari,Pokhara,11,67,78,1.98,1,Retired,Service,12,10,N,72.98,2,"Overdue,Overdue,Paid",5,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 09:59:59,11/03/2023 19:59:59,01/04/2023 10:59:59,23/04/2023 17:59:59","Lately, I've been confused because Physics is too much right now.",M,shrinkhala.adhikari1339@school.edu,555-2339
1490,Barsha Gurung,Birgunj,12,100,14,1.94,19,Service,Housewife,IL,PG,N,87.18,50,"Paid,Paid,Paid",4,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 17:59:59,10/03/2023 20:59:59,27/03/2023 06:59:59,19/04/2023 08:59:59","I'm feeling okay, and Biology is just another task.",F,barsha.gurung1490@school.edu,555-2490
1487,Arpan Khatiwada,Biratnagar,9,96,82,1.69,6,Other,Business,PG,10,N,96.69,81,"Paid,Paid,Paid",4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 08:59:59,14/03/2023 16:59:59,27/03/2023 14:59:59,21/04/2023 02:59:59","Things are busy, and Nepali is just another task.",M,arpan.khatiwada1487@school.edu,555-2487
1045,Swastima Basnet,Dharan,9,41,37,1.87,10,Other,Service,PG,PG,Y,60.5,2,"Paid,Paid,Overdue",5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 08:59:59,12/03/2023 12:59:59,31/03/2023 22:59:59,15/04/2023 10:59:59","To be fair, I'm frustrated because Physics is too much right now.",F,swastima.basnet1045@school.edu,555-2045
1376,Aayush KC,Birgunj,9,92,65,1.46,4,Farmer,Service,Degree,Degree,Y,45.19,44,"Overdue,Paid,Paid",5,7,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","24/02/2023 06:59:59,16/03/2023 23:59:59,04/04/2023 02:59:59,02/05/2023 20:59:59","Honestly, I'm unmotivated because Physics is taking up all my energy.",M,aayush.kc1376@school.edu,555-2376
1088,Shrinkhala Karki,Butwal,11,3,3,1.59,5,Business,Others,UM,Degree,Y,69.15,16,"Paid,Overdue,Paid",3,4,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","15/02/2023 16:59:59,09/03/2023 12:59:59,03/04/2023 12:59:59,26/04/2023 16:59:59","Lately, I've been isolated because Physics is hard to keep up with.",F,shrinkhala.karki1088@school.edu,555-2088
1474,Shrinkhala Lamichhane,Butwal,11,37,13,1.39,16,Farmer,Service,12,Degree,Y,88.55,84,"Paid,Overdue,Paid",1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 16:59:59,08/03/2023 13:59:59,04/04/2023 04:59:59,23/04/2023 02:59:59","Currently, I'm disinterested because Biology is stressing me out.",M,shrinkhala.lamichhane1474@school.edu,555-2474
1060,Swastima Lamichhane,Biratnagar,12,69,93,1.12,8,Retired,Retired,10,Degree,N,67.21,90,"Paid,Paid,Paid",1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","17/02/2023 18:59:59,07/03/2023 06:59:59,29/03/2023 07:59:59,17/04/2023 20:59:59","I'm vibrant, and Physics is really interesting.",F,swastima.lamichhane1060@school.edu,555-2060
1458,Namrata Lamichhane,Hetauda,12,94,97,1.55,19,Retired,Others,IL,10,N,92.6,89,"Paid,Paid,Paid",3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 18:59:59,13/03/2023 10:59:59,02/04/2023 04:59:59,22/04/2023 08:59:59","I'm passionate, and Biology is going well.",F,namrata.lamichhane1458@school.edu,555-2458
1069,Nischal Basnet,Pokhara,9,62,18,1.24,2,Business,Housewife,12,10,Y,88.77,97,"Overdue,Paid,Paid",5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 05:59:59,15/03/2023 10:59:59,31/03/2023 10:59:59,17/04/2023 20:59:59","Honestly, I'm lonely because Biology is stressing me out.",M,nischal.basnet1069@school.edu,555-2069
1022,Shilpa Baniya,Butwal,9,97,97,1.21,8,Other,Service,UM,IL,N,93.78,80,"Paid,Paid,Paid",4,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 19:59:59,12/03/2023 16:59:59,26/03/2023 20:59:59,19/04/2023 13:59:59","Doing a bit tired, and Physics is just another task.",F,shilpa.baniya1022@school.edu,555-2022
1008,Bipin Malla,Lalitpur,9,90,21,1.44,5,Service,Service,IL,IL,N,63.05,89,"Paid,Paid,Paid",3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 17:59:59,14/03/2023 04:59:59,28/03/2023 22:59:59,19/04/2023 01:59:59","To be fair, I'm disinterested because Biology is causing me some anxiety.",F,bipin.malla1008@school.edu,555-2008
1278,Bipin Shrestha,Janakpur,9,86,95,1.48,13,Other,Service,IL,10,N,88.29,86,"Paid,Paid,Paid",2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 17:59:59,13/03/2023 16:59:59,30/03/2023 02:59:59,18/04/2023 15:59:59","I feel determined, and Biology is my favorite part of the week.",F,bipin.shrestha1278@school.edu,555-2278
1175,Shilpa Shrestha,Hetauda,12,56,59,0.3,6,Farmer,Retired,12,PG,N,78.82,4,"Overdue,Paid,Paid",2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 13:59:59,08/03/2023 17:59:59,27/03/2023 18:59:59,22/04/2023 08:59:59","Currently, I'm confused because Biology is taking up all my energy.",F,shilpa.shrestha1175@school.edu,555-2175
1013,Aayush Magar,Butwal,10,10,72,0.29,16,Service,Business,PG,IL,Y,73.3,53,"Paid,Overdue,Overdue",3,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 17:59:59,04/03/2023 18:59:59,02/04/2023 03:59:59,20/04/2023 05:59:59","Lately, I've been anxious because Physics is hard to keep up with.",M,aayush.magar1013@school.edu,555-2013
1009,Nischal Magar,Kathmandu,9,18,15,0.26,16,Business,Housewife,IL,10,N,69.05,21,"Paid,Paid,Overdue",1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 11:59:59,15/03/2023 22:59:59,26/03/2023 22:59:59,18/04/2023 09:59:59","Lately, I've been isolated because Physics is stressing me out.",F,nischal.magar1009@school.edu,555-2009
1333,Rajesh Raut,Dhangadhi,11,84,59,1.18,11,Other,Retired,UM,10,Y,42.7,36,"Paid,Paid,Overdue",1,4,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","24/02/2023 07:59:59,19/03/2023 07:59:59,10/04/2023 19:59:59,02/05/2023 05:59:59","Lately, I've been anxious because English is taking up all my energy.",M,rajesh.raut1333@school.edu,555-2333
1105,Saugat Karki,Hetauda,9,77,43,0.77,14,Business,Housewife,UM,10,Y,99.67,89,"Paid,Paid,Paid",1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","12/02/2023 10:59:59,11/03/2023 20:59:59,28/03/2023 06:59:59,18/04/2023 05:59:59","Currently, I'm hopeless because Nepali is too much right now.",F,saugat.karki1105@school.edu,555-2105
1270,Barsha Tamang,Kathmandu,9,75,60,0.33,3,Service,Service,UM,Degree,Y,63.79,23,"Overdue,Overdue,Paid",4,4,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","24/02/2023 04:59:59,23/03/2023 04:59:59,04/04/2023 16:59:59,24/04/2023 09:59:59","To be fair, I'm hopeless because Biology is too much right now.",M,barsha.tamang1270@school.edu,555-2270
1240,Rajesh Adhikari,Janakpur,11,85,82,0.53,12,Other,Business,PG,10,N,95.92,88,"Paid,Paid,Paid",3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 17:59:59,06/03/2023 14:59:59,30/03/2023 10:59:59,24/04/2023 10:59:59","I'm focused, and Physics is going well.",F,rajesh.adhikari1240@school.edu,555-2240
1234,Sushma Pathak,Kathmandu,9,99,81,1.52,10,Farmer,Service,10,IL,N,93.96,85,"Paid,Paid,Paid",5,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 14:59:59,13/03/2023 20:59:59,29/03/2023 17:59:59,19/04/2023 01:59:59","It's a stable, and Physics is taking standard effort.",F,sushma.pathak1234@school.edu,555-2234
1477,Nischal Shah,Hetauda,11,38,14,0.97,6,Farmer,Retired,UM,IL,N,92.52,91,"Paid,Paid,Paid",4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 21:59:59,08/03/2023 17:59:59,29/03/2023 20:59:59,26/04/2023 19:59:59","Currently vibrant, and Physics is going well.",M,nischal.shah1477@school.edu,555-2477
1211,Namrata Adhikari,Janakpur,11,92,86,0.21,13,Service,Service,UM,IL,N,92.73,93,"Paid,Paid,Paid",2,2,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","14/02/2023 03:59:59,08/03/2023 01:59:59,04/04/2023 22:59:59,25/04/2023 22:59:59","Everything is great, especially since proud, and Physics is manageable.",F,namrata.adhikari1211@school.edu,555-2211
1377,Rajesh Paudel,Janakpur,11,91,28,0.66,9,Farmer,Business,PG,PG,Y,86.53,5,"Paid,Paid,Paid",1,1,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 11:59:59,09/03/2023 23:59:59,01/04/2023 05:59:59,26/04/2023 20:59:59","Honestly, I'm isolated because English is hard to keep up with.",M,rajesh.paudel1377@school.edu,555-2377
1146,Sushma Shrestha,Ghorahi,9,21,21,0.99,17,Retired,Retired,IL,IL,N,61.02,15,"Paid,Overdue,Paid",4,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 19:59:59,14/03/2023 18:59:59,28/03/2023 00:59:59,17/04/2023 11:59:59","Lately, I've been isolated because English is confusing for me.",M,sushma.shrestha1146@school.edu,555-2146
1485,Arpan Khatiwada,Itahari,9,84,15,0.5,3,Business,Others,PG,12,N,86.31,19,"Overdue,Paid,Paid",2,3,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 05:59:59,14/03/2023 09:59:59,26/03/2023 22:59:59,21/04/2023 21:59:59",I'm feeling low because Biology is taking up all my energy.,F,arpan.khatiwada1485@school.edu,555-2485
1481,Shrinkhala Shrestha,Lalitpur,10,63,73,0.11,7,Service,Others,IL,Degree,N,60.28,33,"Overdue,Paid,Paid",5,3,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 07:59:59,04/03/2023 04:59:59,31/03/2023 13:59:59,19/04/2023 06:59:59",I'm feeling unmotivated because Chemistry is confusing for me.,F,shrinkhala.shrestha1481@school.edu,555-2481
1120,Aayush Rai,Lalitpur,10,26,53,0.71,16,Business,Service,IL,PG,Y,67.99,29,"Paid,Paid,Paid",4,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 07:59:59,05/03/2023 15:59:59,30/03/2023 06:59:59,15/04/2023 18:59:59",I'm feeling anxious because Chemistry is taking up all my energy.,F,aayush.rai1120@school.edu,555-2120
1262,Arpan Paudel,Ghorahi,11,80,45,0.18,13,Service,Service,10,IL,N,89.46,42,"Overdue,Paid,Paid",2,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 20:59:59,06/03/2023 09:59:59,04/04/2023 15:59:59,23/04/2023 21:59:59","Lately, I've been worried because Biology is where I'm struggling the most.",F,arpan.paudel1262@school.edu,555-2262
1214,Rajesh Paudel,Itahari,9,93,100,0.6,8,Farmer,Retired,12,IL,Y,97.46,20,"Paid,Overdue,Paid",2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 00:59:59,15/03/2023 00:59:59,31/03/2023 09:59:59,21/04/2023 18:59:59","Honestly, I'm exhausted because Nepali is causing me some anxiety.",F,rajesh.paudel1214@school.edu,555-2214
1252,Keki Baniya,Dharan,11,86,94,1.55,15,Business,Business,10,10,N,93.05,92,"Paid,Paid,Paid",2,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 21:59:59,08/03/2023 22:59:59,29/03/2023 17:59:59,24/04/2023 22:59:59","Genuinely determined, and Biology is helping me learn a lot.",F,keki.baniya1252@school.edu,555-2252
1449,Rajesh Rai,Hetauda,12,44,72,1.01,3,Service,Retired,12,PG,Y,91.89,14,"Paid,Paid,Paid",3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 21:59:59,10/03/2023 11:59:59,28/03/2023 20:59:59,22/04/2023 14:59:59","Currently, I'm anxious because Physics is hard to keep up with.",M,rajesh.rai1449@school.edu,555-2449
1346,Sandeep Raut,Itahari,10,85,100,0.83,4,Business,Retired,12,IL,N,90.91,90,"Paid,Paid,Paid",1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 13:59:59,04/03/2023 16:59:59,31/03/2023 00:59:59,20/04/2023 06:59:59","Currently determined, and Mathematics is my favorite part of the week.",F,sandeep.raut1346@school.edu,555-2346
